ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
103,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1636,0.12,836.36,100.3632,"1,662,040.79","3,977.39",ARTICULO 39 LEY 756
104,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,8.8771,0.2,"6,399","1,279.8","45,186,780.09","3,977.39",Ley 141 20%
105,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,8.8771,0.12,"6,399",767.88,"27,112,068.06","3,977.39",ARTICULO 39 LEY 756
106,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,8.8771,0.06,"6,055.32",363.3192,"12,827,961.23","3,977.39",Ley 756 8% variable
107,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.2053,0.2,784.96,156.992,"2,547,170.73","3,858.19",Ley 141 20%
108,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.2053,0.12,784.96,94.1952,"1,528,302.66","3,858.19",ARTICULO 39 LEY 756
109,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,15.9332,0.2,"6,536.97","1,307.394","80,369,840.46","3,858.19",Ley 141 20%
110,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,15.9332,0.12,"6,536.97",784.4364,"48,221,904.27","3,858.19",ARTICULO 39 LEY 756
111,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,15.9332,0.06,"3,831.13",229.8678,"14,130,735.12","3,858.19",Ley 756 8% variable
112,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0262,0.2,"1,775.88",355.176,"5,293,323.5","3,701.6",Ley 141 20%
113,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0262,0.12,"1,775.88",213.1056,"3,175,994.14","3,701.6",ARTICULO 39 LEY 756
114,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,20.0335,0.2,"6,285.6","1,257.12","93,222,995.24","3,701.6",Ley 141 20%
115,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,20.0335,0.12,"6,285.6",754.272,"55,933,797.14","3,701.6",ARTICULO 39 LEY 756
116,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,20.0335,0.06,"2,212.98",132.7788,"9,846,345.16","3,701.6",Ley 756 8% variable
117,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1097,0.2,"1,803.04",360.608,"5,420,929.04","3,657.87",Ley 141 20%
118,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1097,0.12,"1,803.04",216.3648,"3,252,557.59","3,657.87",ARTICULO 39 LEY 756
119,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.0004,0.2,"6,614.37","1,322.874","140,330,067.87","3,657.87",Ley 141 20%
120,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.0004,0.12,"6,614.37",793.7244,"84,198,040.8","3,657.87",ARTICULO 39 LEY 756
121,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,29.0004,0.06,"1,886.68",113.2008,"12,008,306.1","3,657.87",Ley 756 8% variable
122,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0436,0.2,"2,076.57",415.314,"6,353,082.97","3,783.03",Ley 141 20%
123,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0436,0.12,"2,076.57",249.1884,"3,811,849.93","3,783.03",ARTICULO 39 LEY 756
124,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6906,0.2,"7,555.21","1,511.042","181,153,521.95","3,783.03",Ley 141 20%
125,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6906,0.12,"7,555.21",906.6252,"108,692,113.44","3,783.03",ARTICULO 39 LEY 756
126,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,31.6906,0.06,"2,872.39",172.3434,"20,661,645.18","3,783.03",Ley 756 8% variable
127,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8899,0.2,"1,842.69",368.538,"5,376,224.8","3,750.22",Ley 141 20%
128,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8899,0.12,"1,842.69",221.1228,"3,225,735.16","3,750.22",ARTICULO 39 LEY 756
129,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.6004,0.2,"7,174.75","1,434.95","159,290,946.73","3,750.22",Ley 141 20%
130,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,29.6004,0.12,"7,174.75",860.97,"95,574,568.17","3,750.22",ARTICULO 39 LEY 756
131,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,29.6004,0.06,"2,645.67",158.7402,"17,621,434.04","3,750.22",Ley 756 8% variable
132,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1693,0.2,454.09,90.818,"1,451,654.46","3,833.79",Ley 141 20%
133,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.1693,0.12,454.09,54.4908,"870,992.97","3,833.79",ARTICULO 39 LEY 756
134,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,27.6591,0.2,"6,964.02","1,392.804","147,691,795.14","3,833.79",Ley 141 20%
135,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,27.6591,0.12,"6,964.02",835.6824,"88,615,077.26","3,833.79",ARTICULO 39 LEY 756
136,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,27.6591,0.06,"5,547.09",332.8254,"35,292,532.8","3,833.79",Ley 756 8% variable
137,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0673,0.2,"2,209.45",441.89,"6,624,179.72","3,685.63",Ley 141 20%
138,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.0673,0.12,"2,209.45",265.134,"3,974,507.9","3,685.63",ARTICULO 39 LEY 756
139,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6829,0.2,"6,649.61","1,329.922","155,296,915.51","3,685.63",Ley 141 20%
140,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,31.6829,0.12,"6,649.61",797.9532,"93,178,149.59","3,685.63",ARTICULO 39 LEY 756
141,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,31.6829,0.06,"5,861.6",351.696,"41,068,050.59","3,685.63",Ley 756 8% variable
142,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.4122,0.2,"2,164.2",432.84,"6,619,533.73","3,466.13",Ley 141 20%
143,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.4122,0.12,"2,164.2",259.704,"3,971,720.48","3,466.13",ARTICULO 39 LEY 756
144,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,38.0266,0.2,"6,819.14","1,363.828","179,759,539.14","3,466.13",Ley 141 20%
145,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,38.0266,0.12,"6,819.14",818.2968,"107,855,723.51","3,466.13",ARTICULO 39 LEY 756
146,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2020,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,38.0266,0.06,"5,480.1",328.806,"43,338,320.47","3,466.13",Ley 756 8% variable
147,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.3655,0.2,499.56,99.912,"1,444,227.61","3,311.19",Ley 141 20%
148,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,CASABE,B,O,52.7197,0.2,"62,093","12,418.6","2,167,852,206.64","3,311.19",Ley 141 20%
149,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,CASABE,I,O,52.7197,0.08463358,"298,641.05","25,275.061196459","4,412,139,628.25","3,311.19",Ley 756 8% variable
150,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,53.5477,0.08,"57,430.67","4,594.4536","814,626,986.91","3,311.19",Ley 756 8% variable
151,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.7555,0.2,"4,228.54",845.708,"16,117,125.34","3,311.19",Ley 141 20%
152,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,53.8387,0.2,"1,178",235.6,"42,000,450.89","3,311.19",Ley 141 20%
153,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,1,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,53.8387,0.08,"35,769.95","2,861.596","510,137,190.87","3,311.19",Ley 756 8% variable
154,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.2846,0.2,177.59,35.518,"519,094.71","3,411.05",Ley 141 20%
155,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,CASABE,B,O,41.3066,0.2,"57,652","11,530.4","1,624,620,422.09","3,411.05",Ley 141 20%
156,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,CASABE,I,O,41.3066,0.08459622,"278,290.41","23,542.3167482502","3,317,086,013.53","3,411.05",Ley 756 8% variable
157,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,42.1266,0.08,"51,140.53","4,091.2424","587,894,917.82","3,411.05",Ley 756 8% variable
158,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.6489,0.2,"1,900.05",380.01,"7,322,290.99","3,411.05",Ley 141 20%
159,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,42.4506,0.2,"1,073",214.6,"31,074,320.16","3,411.05",Ley 141 20%
160,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,2,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,42.4506,0.08,"31,394.15","2,511.532","363,672,644.14","3,411.05",Ley 756 8% variable
161,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,CASABE,QB,G,5.124,0.2,11.96,2.392,"47,519.24","3,877.05",Ley 141 20%
162,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,CASABE,B,O,22.4165,0.2,"61,318","12,263.6","1,065,828,143.25","3,877.05",Ley 141 20%
163,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,CASABE,I,O,22.4165,0.08451016,"294,815.01","24,914.863665501598","2,165,348,093.35","3,877.05",Ley 756 8% variable
164,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,23.2285,0.08,"56,776.6","4,542.128","409,055,217.26","3,877.05",Ley 756 8% variable
165,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.124,0.2,"2,914.47",582.894,"11,579,773.99","3,877.05",Ley 141 20%
166,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,22.9729,0.2,"1,147",229.4,"20,431,988.6","3,877.05",Ley 141 20%
167,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,3,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,22.9729,0.08,"32,719.86","2,617.5888","233,140,995.96","3,877.05",Ley 756 8% variable
168,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.333,0.2,62.64,12.528,"215,907.47","3,977.39",Ley 141 20%
169,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,CASABE,B,O,16.0179,0.2,"58,860","11,772","749,987,472.13","3,977.39",Ley 141 20%
170,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,CASABE,I,O,16.0179,0.08374952,"262,485.53","21,983.0371444456","1,400,526,882.13","3,977.39",Ley 756 8% variable
171,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,16.8449,0.08,"55,151.36","4,412.1088","295,605,716.16","3,977.39",Ley 756 8% variable
172,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.7126,0.2,"2,244.64",448.928,"10,200,199.43","3,977.39",Ley 141 20%
173,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,17.1597,0.2,"1,080",216,"14,742,176.95","3,977.39",Ley 141 20%
174,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,4,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,17.1597,0.08,"32,184.08","2,574.7264","175,727,185.86","3,977.39",Ley 756 8% variable
175,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.3763,0.2,525.39,105.078,"1,774,199.28","3,858.19",Ley 141 20%
176,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,CASABE,B,O,15.6591,0.2,"60,512","12,102.4","731,175,972.53","3,858.19",Ley 141 20%
177,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,CASABE,I,O,15.6591,0.0825314,"233,473.49","19,268.893992586","1,164,145,318.63","3,858.19",Ley 756 8% variable
178,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,16.6171,0.08,"47,713.84","3,817.1072","244,722,105.98","3,858.19",Ley 756 8% variable
179,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.7697,0.2,"2,769.54",553.908,"12,330,323.62","3,858.19",Ley 141 20%
180,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,16.347,0.2,"1,116",223.2,"14,077,186.48","3,858.19",Ley 141 20%
181,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,5,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,16.347,0.08,"31,121.84","2,489.7472","157,027,937.36","3,858.19",Ley 756 8% variable
182,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.1899,0.2,"1,302.85",260.57,"4,041,266.66","3,701.6",Ley 141 20%
183,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,CASABE,B,O,28.6691,0.2,"57,930","11,586","1,229,524,168.93","3,701.6",Ley 141 20%
184,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,CASABE,I,O,28.6691,0.08247173,"224,151.89","18,486.1941510697","1,961,783,402.23","3,701.6",Ley 756 8% variable
185,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,29.5971,0.08,"46,250.23","3,700.0184","405,361,529.59","3,701.6",Ley 756 8% variable
186,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.524,0.2,"2,748.16",549.632,"11,238,676.31","3,701.6",Ley 141 20%
187,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,29.5663,0.2,"1,080",216,"23,639,605.07","3,701.6",Ley 141 20%
188,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,6,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,29.5663,0.08,"30,633.03","2,450.6424","268,204,715.33","3,701.6",Ley 756 8% variable
189,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.2769,0.2,440.17,88.034,"1,377,234.03","3,657.87",Ley 141 20%
190,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,CASABE,B,O,35.1724,0.2,"59,520","11,904","1,531,521,819.04","3,657.87",Ley 141 20%
191,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,CASABE,I,O,35.1724,0.08267938,"238,060.89","19,682.7267874482","2,532,302,212","3,657.87",Ley 756 8% variable
192,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,36.1444,0.08,"48,768.11","3,901.4488","515,816,461.88","3,657.87",Ley 756 8% variable
193,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.6386,0.2,"2,934.23",586.846,"12,103,854.07","3,657.87",Ley 141 20%
194,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,35.2339,0.2,"1,085",217,"27,967,182.6","3,657.87",Ley 141 20%
195,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,7,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,35.2339,0.08,"31,620.8","2,529.664","326,025,691.09","3,657.87",Ley 756 8% variable
196,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.2081,0.2,810.54,162.108,"2,580,656.55","3,783.03",Ley 141 20%
197,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,CASABE,B,O,37.7425,0.2,"59,024","11,804.8","1,685,501,264.2","3,783.03",Ley 141 20%
198,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,CASABE,I,O,37.7425,0.08262373,"236,335.5","19,526.920541415002","2,788,073,432.53","3,783.03",Ley 756 8% variable
199,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,CASABE SUR,B,O,38.6545,0.08,"46,963","3,757.04","549,396,216.12","3,783.03",Ley 756 8% variable
200,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,QB,G,5.5479,0.2,"2,483.28",496.656,"10,423,752.43","3,783.03",Ley 141 20%
201,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,B,O,38.9323,0.2,"1,085",217,"31,960,206.78","3,783.03",Ley 141 20%
202,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,8,MAGDALENA MEDIO-CASABE,PEÑAS BLANCAS,I,O,38.9323,0.08,"28,449.45","2,275.956","335,207,485.38","3,783.03",Ley 756 8% variable
203,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,9,MAGDALENA MEDIO-CASABE,CASABE,QB,G,4.4699,0.2,58.67,11.734,"196,698.08","3,750.22",Ley 141 20%
204,ANTIOQUIA,YONDO,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318),2020,9,MAGDALENA MEDIO-CASABE,CASABE,B,O,36.2765,0.2,"56,820","11,364","1,546,013,741.65","3,750.22",Ley 141 20%
